time_stamp	px_state	py_state	v_state	yaw_angle_state	yaw_rate_state	sensor_type	NIS	px_measured	py_measured	px_ground_truth	py_ground_truth	vx_ground_truth	vy_ground_truth
1477010452450000	4.60147	18.8233	4.89119	3.8099	0.468373	radar	1.64359	3.98679	19.0452	4.63297	18.8689	-4.04263	-2.96359
1477010452500000	4.42417	18.6942	4.84945	3.82976	0.466014	lidar	8.65951	4.4685	18.834	4.43224	18.7188	-3.99012	-3.0422
1477010452550000	4.25763	18.55	4.74612	3.85255	0.464178	radar	1.15342	4.69245	18.4634	4.23416	18.5648	-3.93685	-3.11888
1477010452600000	4.13048	18.4033	4.65772	3.884	0.471884	lidar	8.07888	4.26269	18.481	4.03876	18.4071	-3.88293	-3.19362
1477010452650000	3.92932	18.2328	4.88605	3.90677	0.47504	radar	7.47254	3.42434	18.8357	3.84606	18.2457	-3.82841	-3.26644
1477010452700000	3.66948	18.0832	4.99168	3.90634	0.454152	lidar	15.9318	3.45919	18.167	3.65611	18.0807	-3.77339	-3.33732
1477010452750000	3.52195	17.9327	4.82738	3.92819	0.451508	radar	3.4708	4.3011	17.9267	3.46891	17.9122	-3.71795	-3.40627
1477010452800000	3.28907	17.7619	4.91886	3.93536	0.437871	lidar	8.33613	3.12525	17.7493	3.28449	17.7402	-3.66215	-3.47331
1477010452850000	3.10071	17.5796	5.02779	3.95589	0.438564	radar	2.19994	2.65664	17.888	3.10287	17.565	-3.60609	-3.53844
1477010452900000	2.9286	17.4601	4.95957	3.963	0.427311	lidar	51.0019	2.9449	17.8154	2.92405	17.3866	-3.54982	-3.60167
1477010452950000	2.76619	17.2491	5.08884	3.99391	0.437714	radar	2.48076	3.26647	17.0897	2.74805	17.2051	-3.49344	-3.66302
1477010453000000	2.5872	17.0611	5.10186	4.0113	0.433892	lidar	0.558022	2.55407	17.0853	2.57486	17.0205	-3.437	-3.72251
1477010453050000	2.43965	16.8948	4.90909	4.02759	0.426515	radar	2.38354	2.55039	16.8884	2.4045	16.833	-3.38059	-3.78014
1477010453100000	2.27586	16.7237	4.89927	4.04199	0.420979	lidar	4.96112	2.25371	16.8334	2.23695	16.6427	-3.32428	-3.83595
1477010453150000	2.11321	16.5258	4.84328	4.05923	0.415726	radar	4.9176	1.57735	16.0489	2.07221	16.4497	-3.26812	-3.88995
1477010453200000	1.9477	16.2977	4.911	4.08143	0.416092	lidar	16.0492	1.88972	16.1054	1.91027	16.254	-3.21219	-3.94216
1477010453250000	1.80949	16.1206	4.80188	4.09776	0.411068	radar	0.957672	1.74362	16.2687	1.75112	16.0557	-3.15656	-3.99261
1477010453300000	1.60918	15.9494	4.84739	4.09595	0.392249	lidar	15.2752	1.44745	16.0853	1.59474	15.8549	-3.10129	-4.04132
1477010453350000	1.46814	15.7207	4.99279	4.12223	0.399687	radar	1.72672	1.6097	15.5526	1.44111	15.6517	-3.04644	-4.08832
1477010453400000	1.29054	15.4997	5.05714	4.13312	0.391515	lidar	5.56977	1.18395	15.4284	1.29021	15.4463	-2.99207	-4.13364
1477010453450000	1.14646	15.3067	4.99254	4.14609	0.38516	radar	1.2828	0.828993	15.528	1.14201	15.2386	-2.93825	-4.1773
1477010453500000	0.933431	15.0819	5.103	4.14458	0.366902	lidar	15.8786	0.722706	15.0075	0.996486	15.0288	-2.88503	-4.21933
1477010453550000	0.811597	14.9035	4.93064	4.15822	0.361179	radar	2.86403	1.03147	15.2134	0.853604	14.8169	-2.83246	-4.25977
1477010453600000	0.698655	14.6947	4.91125	4.18026	0.364652	lidar	0.497606	0.737301	14.7047	0.71333	14.603	-2.78061	-4.29864
1477010453650000	0.576856	14.4551	5.02929	4.20458	0.371038	radar	1.44557	0.722177	14.2445	0.575628	14.3872	-2.72952	-4.33598
1477010453700000	0.400269	14.2289	5.09771	4.20752	0.357489	lidar	6.87504	0.253435	14.2029	0.440459	14.1696	-2.67925	-4.37181
1477010453750000	0.261687	13.9767	5.27746	4.22687	0.360801	radar	2.27704	-0.0328023	13.9604	0.307779	13.9502	-2.62984	-4.40617
1477010453800000	0.228699	13.735	5.19575	4.27204	0.384021	lidar	17.3706	0.459172	13.6856	0.177545	13.7292	-2.58135	-4.43909
1477010453850000	0.114686	13.4918	5.27343	4.29155	0.385287	radar	0.676499	0.0524412	13.6377	0.0497099	13.5065	-2.53381	-4.47061
1477010453900000	-0.0456686	13.2546	5.32045	4.29375	0.370652	lidar	6.85723	-0.190344	13.2856	-0.0757753	13.2823	-2.48728	-4.50075
1477010453950000	-0.154154	13.0387	5.17753	4.30617	0.363855	radar	1.50536	-0.275043	13.1456	-0.198962	13.0566	-2.44179	-4.52955
1477010454000000	-0.170737	12.8227	5.06767	4.34674	0.383615	lidar	18.8348	0.0462308	12.9301	-0.319903	12.8295	-2.39739	-4.55704
1477010454050000	-0.276206	12.5977	4.95874	4.358	0.375267	radar	3.05913	-0.684792	12.3563	-0.438654	12.6011	-2.35412	-4.58326
1477010454100000	-0.391471	12.3633	4.98701	4.36726	0.367047	lidar	2.23619	-0.476482	12.3633	-0.555273	12.3714	-2.31202	-4.60823
1477010454150000	-0.496065	12.1554	4.91068	4.3749	0.357422	radar	3.71515	-0.972122	12.5207	-0.669818	12.1404	-2.27111	-4.63198
1477010454200000	-0.576024	11.9411	4.88421	4.39057	0.355861	lidar	3.83186	-0.582624	12.0386	-0.78235	11.9083	-2.23144	-4.65456
1477010454250000	-0.683938	11.7119	4.87589	4.39737	0.345958	radar	3.0306	-1.26757	11.6495	-0.892931	11.6751	-2.19304	-4.67598
1477010454300000	-0.866205	11.4619	4.98341	4.38189	0.317438	lidar	30.4839	-1.17212	11.3988	-1.00163	11.4409	-2.15594	-4.69628
1477010454350000	-0.94311	11.2416	4.83034	4.39493	0.312895	radar	2.70045	-0.891441	10.959	-1.1085	11.2057	-2.12017	-4.71549
1477010454400000	-1.11286	11.0111	4.90265	4.37969	0.286345	lidar	25.2682	-1.39289	11.0424	-1.21362	10.9695	-2.08575	-4.73364
1477010454450000	-1.19642	10.7669	5.00476	4.39485	0.288417	radar	1.01838	-1.29894	10.9012	-1.31706	10.7324	-2.05273	-4.75075
1477010454500000	-1.33187	10.5076	5.08191	4.39203	0.273264	lidar	11.2304	-1.49687	10.4198	-1.41889	10.4945	-2.02111	-4.76686
1477010454550000	-1.42301	10.246	5.16439	4.40412	0.272427	radar	1.12973	-1.59293	10.0212	-1.51917	10.2559	-1.99093	-4.78198
1477010454600000	-1.5252	10.035	5.12805	4.40639	0.263249	lidar	19.7238	-1.61875	10.2374	-1.61797	10.0165	-1.96221	-4.79615
1477010454650000	-1.60121	9.81129	5.03133	4.41639	0.259541	radar	0.770943	-1.59702	9.96554	-1.71539	9.77637	-1.93498	-4.80939
1477010454700000	-1.68508	9.5919	5.00631	4.4237	0.255026	lidar	6.86134	-1.73381	9.71347	-1.81147	9.53564	-1.90924	-4.82172
1477010454750000	-1.79287	9.33972	5.09607	4.42575	0.246476	radar	3.19531	-2.27191	9.37316	-1.90631	9.29431	-1.88502	-4.83316
1477010454800000	-1.89052	9.04058	5.20332	4.43339	0.241594	lidar	29.0754	-1.93833	8.77028	-1.99998	9.05243	-1.86233	-4.84374
1477010454850000	-1.96179	8.82553	5.05242	4.44035	0.235617	radar	2.25313	-1.96565	9.13274	-2.09256	8.81003	-1.8412	-4.85347
1477010454900000	-2.06601	8.57102	5.09851	4.44056	0.225514	lidar	4.13716	-2.1768	8.5411	-2.18412	8.56717	-1.82164	-4.86238
1477010454950000	-2.18393	8.31859	5.11622	4.43488	0.21009	radar	4.11053	-2.65862	8.19477	-2.27474	8.32388	-1.80365	-4.87047
1477010455000000	-2.24202	8.08682	5.08446	4.44793	0.212498	lidar	1.83089	-2.21875	8.15339	-2.3645	8.0802	-1.78726	-4.87778
1477010455050000	-2.29549	7.88263	4.96694	4.45865	0.212261	radar	5.23015	-2.273	8.52315	-2.45348	7.83617	-1.77248	-4.8843
1477010455100000	-2.41455	7.62736	5.03563	4.45121	0.196536	lidar	10.8773	-2.59674	7.60288	-2.54177	7.59184	-1.75931	-4.89006
1477010455150000	-2.54882	7.40038	4.92127	4.43304	0.169025	radar	8.11377	-3.08256	7.38874	-2.62944	7.34723	-1.74777	-4.89507
1477010455200000	-2.6613	7.14014	4.99669	4.42798	0.157067	lidar	7.84074	-2.79865	7.064	-2.71658	7.10238	-1.73786	-4.89933
1477010455250000	-2.72673	6.91098	4.99456	4.43706	0.158887	radar	1.13487	-2.79412	7.20818	-2.80326	6.85734	-1.72958	-4.90286
1477010455300000	-2.77554	6.70684	4.91729	4.4488	0.162706	lidar	10.0301	-2.74651	6.86867	-2.88957	6.61214	-1.72295	-4.90566
1477010455350000	-2.82389	6.49754	4.73824	4.45621	0.158911	radar	3.29173	-2.57673	6.36755	-2.97559	6.36681	-1.71797	-4.90774
1477010455400000	-2.88875	6.26067	4.75627	4.46273	0.15757	lidar	0.391311	-2.90217	6.22989	-3.0614	6.12139	-1.71464	-4.90911
1477010455450000	-3.00568	6.01296	4.83432	4.45201	0.141287	radar	5.3419	-3.50172	6.10796	-3.14709	5.87592	-1.71297	-4.90976
1477010455500000	-3.10037	5.72982	4.95039	4.45083	0.13342	lidar	15.7977	-3.1778	5.53101	-3.23274	5.63043	-1.71295	-4.9097
1477010455550000	-3.20122	5.48816	4.87235	4.44016	0.113923	radar	3.80603	-3.19736	5.19093	-3.31843	5.38496	-1.71458	-4.90893
1477010455600000	-3.30516	5.21908	4.97065	4.43489	0.104018	lidar	9.26439	-3.43031	5.10507	-3.40424	5.13955	-1.71787	-4.90745
1477010455650000	-3.38197	4.97414	4.98729	4.43721	0.101323	radar	0.10864	-3.4281	4.94644	-3.49026	4.89422	-1.72281	-4.90525
1477010455700000	-3.50515	4.68338	5.1379	4.42687	0.0874873	lidar	20.0733	-3.69435	4.52196	-3.57657	4.64902	-1.72939	-4.90233
1477010455750000	-3.61487	4.43104	5.08216	4.41238	0.0650985	radar	3.89124	-3.50501	4.17643	-3.66325	4.40398	-1.73763	-4.89868
1477010455800000	-3.75288	4.14774	5.22877	4.39788	0.0496639	lidar	24.8868	-4.00238	4.04684	-3.75039	4.15913	-1.74749	-4.8943
1477010455850000	-3.84353	3.90638	5.22561	4.39683	0.0468601	radar	1.04356	-4.06447	4.10977	-3.83806	3.91452	-1.75899	-4.88918
1477010455900000	-3.91317	3.67869	5.17034	4.4013	0.0488255	lidar	2.11084	-3.88053	3.75177	-3.92635	3.67019	-1.77212	-4.8833
1477010455950000	-4.01124	3.47928	5.03382	4.38845	0.030576	radar	5.24309	-4.23729	3.88878	-4.01533	3.42616	-1.78686	-4.87666
1477010456000000	-4.10196	3.2343	5.06019	4.38724	0.0283106	lidar	0.974236	-4.15119	3.21968	-4.10509	3.18248	-1.8032	-4.86925
1477010456050000	-4.22578	2.96952	5.12267	4.37161	0.00835232	radar	2.33267	-4.27467	2.88187	-4.19571	2.93919	-1.82113	-4.86104
1477010456100000	-4.31874	2.6901	5.21607	4.37287	0.00895734	lidar	6.66966	-4.32451	2.55034	-4.28727	2.69633	-1.84065	-4.85202
1477010456150000	-4.41267	2.43668	5.23684	4.37064	0.00552206	radar	0.110511	-4.38481	2.39989	-4.37985	2.45393	-1.86173	-4.84218
1477010456200000	-4.52	2.16656	5.31385	4.36756	0.00303102	lidar	4.99273	-4.61223	2.09192	-4.47352	2.21205	-1.88436	-4.83149
1477010456250000	-4.63122	1.92575	5.30864	4.35112	-0.0203295	radar	5.55858	-4.29257	1.92854	-4.56836	1.97072	-1.90853	-4.81994
1477010456300000	-4.74906	1.64487	5.41279	4.34705	-0.0221693	lidar	9.48164	-4.86829	1.53442	-4.66444	1.72998	-1.93422	-4.80751
1477010456350000	-4.87656	1.38188	5.48431	4.33309	-0.0381838	radar	1.53667	-4.98165	1.43611	-4.76186	1.48989	-1.9614	-4.79417
1477010456400000	-4.93035	1.16337	5.34672	4.33931	-0.0330002	lidar	32.8018	-4.66779	1.28643	-4.86066	1.25049	-1.99007	-4.7799
1477010456450000	-5.02538	0.951955	5.26039	4.33286	-0.038765	radar	1.39303	-4.98594	1.10894	-4.96095	1.01182	-2.02019	-4.76468
1477010456500000	-5.08256	0.733047	5.15947	4.33777	-0.0345274	lidar	24.0569	-4.85498	0.825661	-5.06277	0.77393	-2.05174	-4.74848
1477010456550000	-5.18403	0.420791	5.36455	4.34016	-0.0330403	radar	4.93072	-4.84736	0.18101	-5.16621	0.536876	-2.08471	-4.73127
1477010456600000	-5.25795	0.188644	5.30087	4.34193	-0.0311724	lidar	9.08123	-5.1231	0.257311	-5.27133	0.300706	-2.11906	-4.71303
1477010456650000	-5.37635	0.115525	4.95443	4.31217	-0.0574795	radar	13.7795	-5.99809	-0.290765	-5.3782	0.0654719	-2.15477	-4.69374
1477010456700000	-5.44673	-0.126165	4.96863	4.31802	-0.0500692	lidar	12.0696	-5.29972	-0.212982	-5.4869	-0.168772	-2.1918	-4.67335
1477010456750000	-5.56352	-0.342049	4.99521	4.30434	-0.0635176	radar	2.41	-5.64447	-0.144522	-5.59748	-0.401971	-2.23014	-4.65185
1477010456800000	-5.69219	-0.550352	4.96459	4.2903	-0.0731526	lidar	14.7365	-5.85359	-0.445801	-5.71001	-0.634069	-2.26974	-4.62919
1477010456850000	-5.80674	-0.809083	5.16877	4.2814	-0.0837124	radar	6.59842	-5.30947	-0.724468	-5.82456	-0.865006	-2.31058	-4.60536
1477010456900000	-5.90824	-1.08464	5.2622	4.28637	-0.0740832	lidar	12.6639	-5.87835	-1.26863	-5.94118	-1.09472	-2.35262	-4.58032
1477010456950000	-6.00183	-1.36171	5.35106	4.29267	-0.0648311	radar	2.93505	-5.68069	-1.52871	-6.05993	-1.32316	-2.39581	-4.55404
1477010457000000	-6.13735	-1.58541	5.32515	4.27901	-0.0743324	lidar	9.11471	-6.27263	-1.50938	-6.18087	-1.55025	-2.44014	-4.52648
1477010457050000	-6.27376	-1.85622	5.53915	4.26758	-0.0861342	radar	3.94788	-6.11355	-1.75966	-6.30406	-1.77593	-2.48555	-4.49762
1477010457100000	-6.38438	-2.11298	5.54722	4.26688	-0.0828239	lidar	0.938504	-6.34007	-2.13685	-6.42954	-2.00014	-2.532	-4.46742
1477010457150000	-6.52809	-2.32709	5.46847	4.25103	-0.0931481	radar	4.00254	-6.99344	-2.17445	-6.55738	-2.22281	-2.57946	-4.43585
1477010457200000	-6.67603	-2.54261	5.43111	4.23436	-0.104453	lidar	8.08552	-6.79288	-2.4458	-6.68761	-2.44386	-2.62788	-4.40288
1477010457250000	-6.8248	-2.7701	5.44354	4.21995	-0.113426	radar	1.78562	-7.14408	-2.67584	-6.82029	-2.66323	-2.6772	-4.36847
1477010457300000	-6.92639	-3.03239	5.46495	4.22563	-0.102982	lidar	7.37022	-6.8003	-3.10086	-6.95546	-2.88084	-2.7274	-4.3326
1477010457350000	-7.05273	-3.25767	5.38985	4.2194	-0.103114	radar	0.430425	-7.13937	-3.22028	-7.09316	-3.09663	-2.7784	-4.29523
1477010457400000	-7.17699	-3.4474	5.30522	4.20609	-0.111928	lidar	13.2455	-7.12118	-3.26434	-7.23344	-3.3105	-2.83017	-4.25632
1477010457450000	-7.32216	-3.70211	5.35436	4.20098	-0.110518	radar	4.17962	-7.77186	-4.08999	-7.37632	-3.5224	-2.88265	-4.21586
1477010457500000	-7.47302	-3.83933	5.20909	4.17203	-0.133874	lidar	41.3219	-7.49009	-3.49081	-7.52184	-3.73223	-2.93579	-4.1738
1477010457550000	-7.61283	-4.05795	5.24842	4.16223	-0.137625	radar	0.708606	-7.52393	-3.88213	-7.67004	-3.93992	-2.98953	-4.13012
1477010457600000	-7.77251	-4.28064	5.26487	4.14977	-0.142312	lidar	4.6948	-7.88049	-4.29783	-7.82094	-4.14538	-3.04381	-4.08479
1477010457650000	-7.92057	-4.50484	5.27061	4.14138	-0.143245	radar	0.375915	-8.08524	-4.57834	-7.97457	-4.34854	-3.09857	-4.03778
1477010457700000	-8.08938	-4.73611	5.30734	4.1298	-0.14661	lidar	8.88828	-8.22492	-4.79812	-8.13095	-4.5493	-3.15376	-3.98906
1477010457750000	-8.22869	-4.93282	5.13986	4.12167	-0.145717	radar	2.2889	-8.453	-4.95621	-8.2901	-4.74759	-3.2093	-3.93862
1477010457800000	-8.36736	-5.13841	5.12458	4.11419	-0.146116	lidar	0.818495	-8.33552	-5.1059	-8.45204	-4.94331	-3.26514	-3.88641
1477010457850000	-8.51003	-5.30319	4.9789	4.09912	-0.152855	radar	3.82899	-8.55062	-4.79248	-8.61678	-5.13637	-3.32121	-3.83242
1477010457900000	-8.69975	-5.49929	5.00873	4.0786	-0.163895	lidar	17.9468	-8.91477	-5.51752	-8.78433	-5.32669	-3.37745	-3.77663
1477010457950000	-8.85769	-5.69863	5.01395	4.0678	-0.166147	radar	0.377425	-9.04115	-5.69364	-8.95469	-5.51417	-3.43377	-3.71901
1477010458000000	-9.01697	-5.87686	4.99058	4.05296	-0.172252	lidar	1.91216	-9.03391	-5.80267	-9.12788	-5.69872	-3.49012	-3.65955
1477010458050000	-9.1529	-6.03032	4.85145	4.04022	-0.176086	radar	5.59199	-8.86897	-5.41973	-9.30388	-5.88026	-3.54643	-3.59823
1477010458100000	-9.32005	-6.13432	4.74821	4.00907	-0.197126	lidar	33.517	-9.30811	-5.82368	-9.4827	-6.05868	-3.60261	-3.53503
1477010458150000	-9.49374	-6.32415	4.81711	3.9962	-0.199814	radar	1.3585	-9.80646	-6.41174	-9.66432	-6.23389	-3.6586	-3.46994
1477010458200000	-9.64572	-6.51767	4.82718	3.99078	-0.19566	lidar	0.699157	-9.62547	-6.55958	-9.84874	-6.4058	-3.71431	-3.40295
1477010458250000	-9.8585	-6.69803	4.98197	3.96719	-0.20829	radar	8.17756	-10.6688	-6.35543	-10.0359	-6.57431	-3.76969	-3.33404
1477010458300000	-10.0657	-6.86262	4.99769	3.94349	-0.219836	lidar	9.43238	-10.2246	-6.83402	-10.2259	-6.73933	-3.82463	-3.26321
1477010458350000	-10.246	-7.03303	5.03493	3.92899	-0.223319	radar	1.11693	-10.2205	-6.71044	-10.4186	-6.90075	-3.87907	-3.19046
1477010458400000	-10.4832	-7.21408	5.10225	3.90448	-0.234404	lidar	32.7011	-10.7616	-7.29159	-10.614	-7.05849	-3.93293	-3.11577
1477010458450000	-10.6802	-7.36815	5.10184	3.88483	-0.241599	radar	2.37865	-10.8944	-6.83335	-10.8121	-7.21245	-3.98613	-3.03916
1477010458500000	-10.9334	-7.53082	5.16314	3.85534	-0.256321	lidar	32.4196	-11.2219	-7.56979	-11.0128	-7.36252	-4.03859	-2.96062
1477010458550000	-11.1146	-7.67654	5.06173	3.84057	-0.258108	radar	1.49588	-10.986	-7.3707	-11.2161	-7.50862	-4.09021	-2.88015
1477010458600000	-11.276	-7.8125	4.99384	3.82896	-0.257572	lidar	20.5889	-11.0934	-7.6776	-11.422	-7.65064	-4.14093	-2.79777
1477010458650000	-11.4641	-7.94705	4.94213	3.81164	-0.261637	radar	2.01907	-11.4213	-7.46085	-11.6304	-7.78849	-4.19066	-2.71349
1477010458700000	-11.6466	-8.04388	4.86732	3.78712	-0.272207	lidar	24.4331	-11.5269	-7.8215	-11.8413	-7.92208	-4.23932	-2.6273
1477010458750000	-11.8304	-8.16455	4.73045	3.76942	-0.275762	radar	1.49622	-11.9422	-7.88317	-12.0546	-8.05131	-4.28682	-2.53924
1477010458800000	-12.0452	-8.25184	4.70657	3.73751	-0.291634	lidar	9.34314	-12.09	-8.08828	-12.2702	-8.17609	-4.33309	-2.44932
1477010458850000	-12.2711	-8.39147	4.90789	3.71967	-0.294391	radar	3.23714	-12.4462	-8.02117	-12.4881	-8.29633	-4.37802	-2.35756
1477010458900000	-12.4794	-8.46826	4.85602	3.68949	-0.308084	lidar	17.0381	-12.4231	-8.2599	-12.7082	-8.41193	-4.42156	-2.26399
1477010458950000	-12.6727	-8.56691	4.7137	3.66922	-0.312529	radar	1.85068	-12.7461	-8.19449	-12.9304	-8.5228	-4.4636	-2.16863
1477010459000000	-12.9574	-8.65623	4.7965	3.62969	-0.332566	lidar	41.0374	-13.2911	-8.64594	-13.1547	-8.62886	-4.50407	-2.07151
1477010459050000	-13.2028	-8.76955	4.90875	3.60802	-0.336546	radar	3.22738	-13.7929	-8.47158	-13.381	-8.73002	-4.54289	-1.97267
1477010459100000	-13.4298	-8.81274	4.86414	3.57119	-0.353976	lidar	20.9197	-13.384	-8.57583	-13.6092	-8.82619	-4.57997	-1.87214
1477010459150000	-13.6263	-8.87531	4.66816	3.54585	-0.36127	radar	4.20664	-13.6376	-8.26344	-13.8392	-8.91729	-4.61524	-1.76997
1477010459200000	-13.8696	-8.96381	4.70791	3.52235	-0.365709	lidar	6.49925	-13.9959	-8.99264	-14.0709	-9.00324	-4.64861	-1.6662
1477010459250000	-14.1247	-9.06041	4.90613	3.50315	-0.365693	radar	2.93825	-14.4737	-8.79552	-14.3043	-9.08395	-4.68001	-1.56086
1477010459300000	-14.3665	-9.15099	4.92771	3.4847	-0.365734	lidar	2.00958	-14.4273	-9.1875	-14.5391	-9.15936	-4.70936	-1.45402
1477010459350000	-14.59	-9.22825	4.85911	3.46599	-0.36642	radar	0.332789	-14.5757	-9.32634	-14.7754	-9.22939	-4.73658	-1.34573
1477010459400000	-14.88	-9.23245	4.90732	3.41657	-0.392753	lidar	21.5207	-15.062	-9.04396	-15.013	-9.29397	-4.76161	-1.23603
1477010459450000	-15.1377	-9.3101	4.93967	3.39781	-0.391912	radar	4.33506	-15.6189	-9.69365	-15.2517	-9.35302	-4.78436	-1.125
1477010459500000	-15.4225	-9.40056	5.0269	3.3812	-0.389069	lidar	35.3818	-15.6682	-9.56749	-15.4916	-9.40649	-4.80476	-1.01269
1477010459550000	-15.6542	-9.44343	4.87309	3.35642	-0.394703	radar	2.2853	-15.9382	-9.35751	-15.7324	-9.45431	-4.82275	-0.899159
1477010459600000	-15.9241	-9.5072	4.92991	3.33713	-0.394172	lidar	13.8494	-16.0862	-9.59819	-15.9741	-9.49642	-4.83827	-0.784484
1477010459650000	-16.1661	-9.53177	4.85995	3.30945	-0.401532	radar	2.52057	-16.6033	-8.85459	-16.2164	-9.53277	-4.85124	-0.668734
1477010459700000	-16.4198	-9.52207	4.86605	3.27243	-0.415879	lidar	7.73731	-16.4229	-9.37029	-16.4594	-9.5633	-4.8616	-0.55198
1477010459750000	-16.6259	-9.53664	4.75608	3.24963	-0.418191	radar	5.01843	-16.011	-9.33486	-16.7027	-9.58797	-4.8693	-0.434301
1477010459800000	-16.9171	-9.5157	4.83594	3.20887	-0.434863	lidar	15.3755	-17.1132	-9.43043	-16.9464	-9.60673	-4.87427	-0.315773
1477010459850000	-17.1746	-9.56542	4.93029	3.19903	-0.423976	radar	7.18696	-16.9255	-10.8571	-17.1903	-9.61954	-4.87646	-0.196479
1477010459900000	-17.4443	-9.56964	4.96933	3.17342	-0.427674	lidar	3.83226	-17.5448	-9.57485	-17.4342	-9.62636	-4.87583	-0.0765024
1477010459950000	-17.6969	-9.56872	4.91866	3.14807	-0.431851	radar	1.79179	-18.1371	-9.39146	-17.6781	-9.62717	-4.87232	0.0440703
1477010460000000	-17.9562	-9.53093	4.9393	3.11344	-0.442833	lidar	3.8406	-17.9724	-9.42299	-17.9216	-9.62194	-4.86588	0.165151
1477010460050000	-18.1913	-9.50886	4.85507	3.08599	-0.448352	radar	0.831655	-18.3083	-9.18778	-18.1648	-9.61064	-4.85648	0.286648
1477010460100000	-18.3973	-9.53003	4.79158	3.07798	-0.436209	lidar	6.80933	-18.2763	-9.60997	-18.4074	-9.59325	-4.84408	0.40847
1477010460150000	-18.6345	-9.51566	4.85106	3.05933	-0.4325	radar	1.73209	-18.2443	-9.58547	-18.6493	-9.56977	-4.82864	0.530522
1477010460200000	-18.8893	-9.49419	4.87447	3.03753	-0.432682	lidar	1.87073	-18.9545	-9.51544	-18.8904	-9.54017	-4.81012	0.652707
1477010460250000	-19.1193	-9.45686	4.89622	3.01456	-0.432994	radar	3.976	-18.6983	-9.02886	-19.1305	-9.50447	-4.78851	0.774927
1477010460300000	-19.3679	-9.3457	4.92098	2.96704	-0.45472	lidar	23.4657	-19.2983	-9.09865	-19.3694	-9.46265	-4.76378	0.897083
1477010460350000	-19.5939	-9.28516	4.82665	2.93703	-0.462338	radar	1.37723	-19.7037	-8.79906	-19.6069	-9.41472	-4.73591	1.01907
1477010460400000	-19.8526	-9.16296	4.88726	2.89033	-0.4822	lidar	12.8228	-19.8731	-8.96417	-19.8431	-9.36071	-4.70487	1.1408
1477010460450000	-20.0866	-9.07272	4.88372	2.857	-0.490187	radar	5.45107	-20.3815	-7.6755	-20.0775	-9.30061	-4.67066	1.26215
1477010460500000	-20.2574	-9.16254	4.70792	2.88524	-0.445708	lidar	61.7749	-20.1607	-9.59663	-20.3102	-9.23446	-4.63328	1.38303
1477010460550000	-20.499	-9.1145	4.7701	2.86947	-0.439343	radar	1.63721	-20.4587	-9.7448	-20.5409	-9.16227	-4.59271	1.50334
1477010460600000	-20.7228	-9.01747	4.77531	2.83744	-0.447746	lidar	5.48079	-20.6596	-8.91527	-20.7696	-9.08409	-4.54895	1.62296
1477010460650000	-20.9661	-8.93836	4.79187	2.81323	-0.449781	radar	2.54116	-21.5568	-8.5005	-20.9959	-8.99994	-4.50202	1.74179
1477010460700000	-21.161	-8.86606	4.73401	2.79219	-0.448347	lidar	7.93468	-21.0195	-8.85081	-21.2198	-8.90987	-4.45191	1.85972
1477010460750000	-21.3942	-8.78178	4.73126	2.76898	-0.449775	radar	1.94786	-21.8628	-8.64129	-21.4412	-8.81393	-4.39865	1.97666
1477010460800000	-21.5836	-8.74619	4.64665	2.76233	-0.436264	lidar	6.81202	-21.5029	-8.87191	-21.6597	-8.71217	-4.34224	2.0925
1477010460850000	-21.7665	-8.6331	4.4895	2.72563	-0.451836	radar	5.97891	-21.9514	-7.41274	-21.8754	-8.60465	-4.2827	2.20712
1477010460900000	-21.9705	-8.54768	4.48395	2.7055	-0.449769	lidar	0.221176	-21.9793	-8.57089	-22.0881	-8.49143	-4.22007	2.32043
1477010460950000	-22.1816	-8.43985	4.56643	2.68286	-0.448192	radar	2.19401	-22.1914	-7.70392	-22.2975	-8.37258	-4.15437	2.43232
1477010461000000	-22.4194	-8.32999	4.62979	2.66094	-0.448128	lidar	10.9567	-22.5838	-8.35296	-22.5035	-8.24817	-4.08564	2.5427
1477010461050000	-22.607	-8.2241	4.56953	2.63679	-0.450429	radar	0.78396	-22.3177	-8.57758	-22.7061	-8.11829	-4.01391	2.65145
1477010461100000	-22.8611	-7.98368	4.77174	2.57854	-0.480898	lidar	34.1684	-22.9861	-7.6724	-22.9049	-7.98301	-3.93923	2.75848
1477010461150000	-23.0447	-7.85617	4.63062	2.54695	-0.491646	radar	4.1132	-23.2693	-8.32031	-23.1	-7.84243	-3.86163	2.8637
1477010461200000	-23.2856	-7.66773	4.76928	2.51015	-0.502399	lidar	16.2602	-23.4777	-7.56583	-23.2911	-7.69663	-3.78118	2.967
1477010461250000	-23.4858	-7.5194	4.84108	2.48786	-0.497847	radar	1.23906	-23.473	-7.02103	-23.4781	-7.54572	-3.69792	3.06828
1477010461300000	-23.653	-7.37437	4.79941	2.46157	-0.498772	lidar	5.13105	-23.5408	-7.36069	-23.6609	-7.3898	-3.61191	3.16746
1477010461350000	-23.844	-7.21231	4.82794	2.43539	-0.499508	radar	0.846651	-24.0505	-6.56968	-23.8393	-7.22897	-3.52321	3.26445
1477010461400000	-23.9999	-7.1175	4.71081	2.42555	-0.486577	lidar	7.41557	-23.9384	-7.26171	-24.0132	-7.06336	-3.43189	3.35916
